fsd_no;fsd_vr;fsd_id;t1;t2;t3;t4;t5;t6;t7;t8;t9a;t9b;t9c;t9d;t10;t11;t12;t13;t14;l1;l2;l3;l4;l5;l6;l7;l8;l9;l10;l11;l12;l13;l14;l15;l16;l17;k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12;k13;k14;k15;k16;k17;k18;k19;k20;k21;k22;k23;k24;k25;k26;k27;k28;k29;k30;k31;k32;k33;k34;k35;k36;k37;k38;k39;k40;k41;k42;k43;k44;k45;k46;k47;k48;k49;k50;k51;k52;k53;k54;k55;k56;k57;k58;k59;k60;k61;k62;k63;k64;k65;k66;k67;k68;k69;k70;k71;k72;k73;k74;k75;k76;k77;k78;k79;k80;k82;k83;k84;k85;k86;k87;k88;k89;k90;k91;k92;k93;k94;k95;k96;k97;k98;k99;k100;k101;k102;ktu1;ktu2_1;ktu2_2;ktu2_3;ktu3;ktu4;koulu1;koulu2;koulu3;koulu4;koulu5_1;koulu5_2;koulu5_3;koulu5_4;koulu5_5;koulu6_1;koulu6_2;koulu6_3;koulu6_4;koulu6_5;koulu7_1;koulu7_2;koulu7_3;koulu7_4;koulu7_5;koulu7_6;koulu7_7;koulu7_8;koulu7_9;koulu8;koulu9;koulu10;koulu11;koulu12;koulu13;koulu14;koulu15;koulu16;koulu17;koulu18;koulu19;koulu20;koulu21;koulu22;koulu23;koulu24;koulu25;koulu26;koulu27;koulu28;ktu12_1;ktu12_2;ktu13;ktu14;ktu15;ktu16a;ktu16b;ktu16c;ktu16d;ktu16e;ktu16f;ktu16g;ktu16h;ktu16i;ktu16j;ktu16k;ktu17_1;ktu17_2;ktu18_1;ktu18_2;ktu19;ktu20;ktu21;ktu22;ktu23;ktu24;ktu25;ktu26;ktu27;ktu28;ktu29;ktu2829;ktu30;ktu31a_1;ktu31a_2;ktu31a_3;ktu31a_4;ktu31a_5;ktu31a_6;ktu31a_7;ktu31a_8;ktu31a_9;ktu31a10;ktu31a11;ktu31a12;ktu31a13;ktu31a14;ktu31a15;ktu31a16;ktu31a17;ktu31a18;ktu31a19;ktu31a20;ktu31a21;ktu31a22;ktu31a23;ktu31a24;ktu31a25;ktu31a26;ktu31a27;ktu31a28;ktu31a29;ktu31b_1;ktu31b_2;ktu31b_3;ktu31b_4;ktu31b_5;ktu31b_6;ktu31b_7;ktu31b_8;ktu31b_9;ktu31b10;ktu31b11;ktu32;ktu33_1;ktu33_2;ktu34_1;ktu34_2;ktu35;ktu36;ktu37;ktu37_6;ktu37_45;ktu38_1;ktu38_2;ktu39;ktu40;ktu41;ktu42;ktu43;ktu44;ktu45;ktu46;ktu47;ktu48;ktu49;ktu50;ktu51;ktu52;ktu53;ktu54;ktu55_1;ktu55_2;ktu55_3;ktu55_4;ktu55_5;ktu55_6;ktu55_7;ktu55_8;ktu55_9;ktu55_10;ktu55_11;ktu55_12;ktu55_13;ktu56;ktu57;ktu58;ktu59;ktu60;ktu61;ktu62;ktu63;ktu64;ktu65;ktu66;ktu67;ktu68;ktu69;ktu70;ktu71;ktu72;ktu73;ktu74;ktu75;ktu76;ktu77;ktu78;ktu79;ktu80;ktu81;ktu82;ktu83;ktu84;ktu85;ktu86;ktu87;ktu88;ktu89;ktu90;ktu90_1;ek1;ek2_1;ek2_2;ek3;ek4;ek5;ek6_1;ek6_2;ek6_3;ek6_4;ek6_5;ek6_6;ek6_7;ek7_1;ek7_2;ek7_3;ek7_4;ek7_5;ek7_6;ek7_7;ek8;ek9;ek10;ek11;ek12;ek13;ek14;ek15;ek16;ek17;ek18;ek19;ek20;ek21;ek22;ek23;ek24_1;ek24_2;ek24_3;ek25;ek26;ek27;ek28;ek29;ek30_1;ek31_1;ek32_1;ek33_1;ek34_1;ek35_1;ek36_1;ek37_1;ek38_1;ek39_1;ek40_1;ek41_1;ek42_1;ek43_1;ek44_1;ek45_1;ek46_1;ek47_1;ek48_1;ek49_1;ek50_1;ek51_1;ek31_2;ek32_2;ek33_2;ek34_2;ek35_2;ek36_2;ek37_2;ek38_2;ek39_2;ek40_2;ek41_2;ek42_2;ek43_2;ek44_2;ek45_2;ek46_2;ek47_2;ek48_2;ek49_2;ek50_2;ek51_2;ek52;ek53;ek54;ek55;ek56;ek57;ek58;ek59;ek60;ek61;ek62;ek63;ek64;ek65;ek66;ek67;ek68;ek69;ek70;ek71;ek72;ek73;ek74;ek75;ek76;ek77;ek78;ek79;ek80;ek81;ek82;ek83;ek84;ek85;ek86;ek87;ek88;ek89;ek90;ek91;ek92;ek93;ek94;ek95;ek96;ek97;ek98;ek99;ek100;ek101;ek102;ek103a_1;ek103a_2;ek103b_1;ek103b_2;ek103c_1;ek103c_2;ek104;bv1_1;bv1_2;bv2_1;bv2_2;bv3;bv4_1;bv4_2;bv4_3;bv5_1;bv5_2;bv5_3
2076;2;11;1;1968;2;0;1;1; ;2;4;4;3;4;2120,84975267965;10060,6653850747;2072,07525400582;7281,52808822466;3;3;0;0;29;37;35;35;44;32;33;25;38;28;36;30;31;31;21;8;8;8;9;9;8;8;6;8;8;8;8;8;8;7;8;8;7;7;6;2;7;2;6;2;5;1;7;1;4;1;4;9;9;7;7;7;8;8;7;6;7;1;6;2;5;2;6;8;6;5; ;6;5;8;8;7;8;8;8;8;7;8;7;7;9;7;8;7,69999998807905;7,79999995231626;7,29999995231626;7,39999997615816;7,89999997615816;7,5;6,79999995231626;6,5; ; ; ;6,59999996423721;6,29999995231626;8;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;80;4;3; ;5;3; ; ; ; ;1;1;1;1;0;0;0;0;2;2;2;4;5;5;1; ; ; ; ; ; ; ; ; ;1; ; ;1;3;3;1;1;1;1;1;2;3;3;3;4;4;3;4;4;3;2;2;2;2;3;3;3;4; ;1;1;2;3;2;2;3;3; ;3;3;2;1;1;1;2;2;2;3;3; ;2;4;2;1;5;1;2;2;2; ;2;2;2;4;2;2;4;4;2;2;4;4;2;5;5; ;2;2;2; ; ;4;4;4;1;2;1;1;1;1;1;2;1;2;2;1;2;2;2;2;1;22;27;11; ;11;11;13;5;51; ; ;4;7769,27307496304; ; ;1;0;1
2076;2;12;12;1967;2;0;1;2; ;2;5;2;4;3;3148,47798335949;13373,462972587;1643,19604152896;7945,36583396824;2;3;0;0;43;42;32;38;40;30;43;35;38;49;31;34;40;41;2;8;9;9;9;9;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;1;6; ;8; ;8;1;8; ;6; ;7;7;8;7;7;7;8;8;8;8;8;1;7; ;8; ;8;7;6;5; ;6;6;9;9;7;7;8;7;6;7;8;7;7;7;7;7;7,79999995231626;8;8;7,79999995231626;7,89999997615816;7,59999996423721;7,29999995231626;7,09999996423721;7,5;7,09999996423721;6,69999998807905;7,69999998807905;8,5;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;1;1;4;45;2;2;2;3;4;5;1;3;4;8;4;3;3;4;8;4;3;3;3;Laivakokki;0;16;1;1;0;0;0;0;0;0;0;0;1986;1991;0;0;0;0;0;0;0;0;0;70;22;2;5;3;2;1;4;2;1;3;1;3;3;1;3;5; ; ;70; ; ; ; ; ; ; ; ; ;1;70;2;2;1;2;0;0;28;8; ; ;28;8;0;3;11;3;0;0;1;1;2;1;0;15;18;21; ; ;18;18;24;3;3;1;1;1;3;3; ; ; ; ;0;2;72,3208083784497;1;0;1;2;4;0;2;1;0;2;4;2;2;1;1;1;1;1;3;1;3;2;2;2;1;0;1;1;1;1;0;1;0;0;1;0;0;0;1;2;2;1;3;2;4;2;2;1;3;2;3;5;5;1;3;4;4;4;1;5;5;4;2;1;2;4;5;1; ;2;2;2; ; ;3;3;80;4;2;2;3;2;2; ; ; ;2;0;1;0;1;0;0;0;2;3;2; ;4;4;1;3;2;3; ;5; ; ;5; ;1; ; ;3;5;2;1;1; ;1;1;2;2;3;3;3;2;2;4;3;1;2;2;3;2;2;2;3;3; ;2;1;2;2;3;2;3;2;2;3;2;1;2;1;2;3;2;2;3;2; ;4;4;1;1;4;4;2;2;2;4;2;2;2;2;4;2;4;1;1;2;2;3;2;4;4;2;2;2;4;4;4;4;2;2;2;2;3;1;1;1;3;3;2;2;2;2;2;3;3;2;3;21;26;21;31;41;11;13;7;74;4;1;4;6208,15; ; ;1;1;1
2076;2;13;4;1968;2;0;0;1; ;2;3;4;3;6;1720,56248770126;9176,5014556665;1908,93296533815;9091,39836487698;2;3;0;0;39;27;39;44;36;40;54;37;33;34;44;47;42;40;26;8;8;8;8;9;8;8;8;7;8;9;9;9;9;8;8;8;8;8;8;1;7;1;7;1;6;1;8;1;7;1;7;8;9;8;8;8;7;7;7;8;7;1;6;2;8;2;8;7;8;8;7;7;7;8;9;9;9;8;8;7;7;7;8;7;9;8;8;7,39999997615816;7,79999995231626;8;8,39999997615816;8,5;8,09999990463258;8;7,79999995231626; ; ; ;8,09999990463258;7,69999998807905;1;1;1;7;6;6;8;8;7;7,1;7,1;4;4;1;3;4; ;15;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;57;4;1;1;6;1;1; ; ; ;2;0;1;0;0;0;0;0;2;2;1;1;4;4;4;1;1;1;2;5;2;3;5;2;1; ; ;2;4;2;1;1;2;1;1;2;2;1;3;4;3;3;4;4;3;3;3;3;3;4;3;3;4; ;2;1;2;2;2;2;3;2;2;3;3;2;2;2;2;2;3;2;2;2; ;2;4;2;1;4;2;2;2;2;4;2;2;2;4;5;2;4;1;1;2;5;3;2;3;4;3;2;3;2;3;4;2;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2; ;2;2;21;13;14;21;55;11; ; ; ;6;2;4;10974,4303895401; ; ;1;0;1
2076;2;14;2;1968;2;0;1;2;1; ;4;4;9;9;3124,93167365488; ; ; ;2;3;0;0;36;34;37;34;28;36;33;31;36;34;42;36;31;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;91; ; ;4; ; ; ;0;0;0
2076;2;15;4;1968;2;0;0;1;1;2;3;4;3;3;2265,49136943655;11235,1216755554;2257,08197311348;9245,96306929511;3;3;0;0;28;32;44;29;27;33;31;31;48;34;39;34;31;31;12;5;5;5;6;5; ; ; ;6;5;6;6;6; ; ; ;7;6;5;5; ; ; ; ; ; ; ; ; ; ; ; ;7;5; ; ; ;8;8;8;7;7; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6;6; ; ; ;6;6;6;5; ; ; ;6,59999996423721;6,69999998807905;6,5;6,5;6,19999998807905; ; ; ; ; ; ;9,29999995231626;9;1;1;1;8;6;6;7;8;8;7;7;5;4;4;3;3;4;23;4;1;2;3;,666666666666667;4;1;18;1;1;1;4;3;1;2;1; ; ; ; ; ;4;3;1;2;1;5;Merkonomi;0;19;0;1;0;0;0;0;0;0;0;0;0;0;1989;0;0;0;0;0;0;0;0;24;42;2;1;4;3;2;2;2;4;3;1;3;4;1;3;1; ;24;42;2;1;5;1;1;2;5;5;5;0;24;2;2;1;1;0;0;25; ; ; ;25;25;0;2;0;2;0;0;1;1;1;1;0;19;21;22; ; ;21;21;23;3;3;3;3;3;1;1;1; ; ; ;840,939632307555;1;0;1;0;4;1;3;0; ;1;0;2;2;2;2;1;2;1;1;1;3;1;1;2;1;2;1;1;0;1;0;1;0;1;0;0;0;0;0;0;2;2;2;1;2;2;2;2;1;2;3;2;1;5;5;1;4;4;4;3;1;5;4;2;2;2;1;4;3;2;1;4;2;2; ; ;2;1;97;2;3;3;5;3;3; ; ; ;1;0;1;0;1;0;0;1;3; ;2;1;1;1;5;1;1;1;4;2;1;1;5;3;2; ; ;0;2;4;1;1;1;2; ;2;2;2;1;4;2;2;4;4;1;1;1;1;2;3;4;4;4; ;1; ;1;2;2;2;2;2;2;3;3;2;2;2;2;1;3;3;2;3; ;2;2;1;1;5;2;2;2;3;5;2;2;2;5;5;2;5;2;1;1;2;3;2;3;4;2;1;4;2;5;5;2;2;4;2;2;2;2;1; ;1;2;2;2;1;2;2;1;2;2;1;23;26;12;21;11;21; ;3;34;4;3;1;30503,7396585449; ; ;1;1;1
2076;2;16;10;1967;2;0;2;3; ;2;3;4;2;4;2717,91689161802;10621,4039318973;1993,02692856891;12637,6407943179;3;3;0;0;44;34;44;43;47;41;33;55;38;34;44;41;44;43;6;9;8;8;8;7;8;8;8;8;8;7;7;7;8;8;8;8;8;7;8;2;8;1;8;1;8;1;8;1;8;1;8;7;6;6;6;7;7;6;7;6;6;1;6;2;6;2;6;6;7;6;6;7;6;7;7;6;7;8;7;7;7;8;7; ;8;7;7;7,69999998807905;7,69999998807905;7,19999998807905; ;7;7,19999998807905;7,19999998807905;7,19999998807905;7,19999998807905;7,19999998807905;7,19999998807905;7,5;7,29999995231626;1;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;1;4;4;18;1;1;1;4;3;1;2;1; ; ; ; ; ;4;3;1;2;1;5;Merkonomi;0;19;0;1;0;0;0;0;0;0;0;0;0;0;1991;0;0;0;0;0;0;0;0;24;42;1;4;2;2;3;3;4;2;2;1;4;4;1;2;2; ; ;91; ; ; ; ; ; ; ; ; ;1;7;2;3;1;4;1;2;10;12;14;3;14;3;3;4;10;5;0;1;1;1;0;0;0;21;23;21; ; ;18; ;24;3;3;1;2;1;3;3;5; ; ; ; ;1;0;1;0;2;2;4;0;3;1;0;2;2;2;2;1;1;1;1;1;4;1;1;2;1;1;3;0;1;1;0;1;0;1;1;0;0;0;0;0;2;2;3;1;3;3;4;2;2;1;3;2;1;5;5;1;4;4;4;5;1;5;4;3;1;2;1;4;5;1;5;5;2;1; ; ;1;2;73;4;2;1;5;3;3; ;3;2;2;0;1;0;1;0;0;0;2;2;2;4;3;5;1;3;1;1;3;3;3;3;5;3;1; ; ;0;2;3; ; ;2;1; ;1;4;4;3;4;1;2;4;4;3;2;2;3;2;3;4;3;4; ;2;2;1;2;3;2;3;1;2;3;3;2;1;2;2;2;3;3;2;3; ;4;4;2;2;2;2;4;2;2;5;2;2;4;4;5;4;5;2;2;2;1;5;2;5;2;4;2;2;4;5;2;2;5;2;2;2;3;3;3; ;2;2;2;2;1;2;2;3;2;2;3;32;15;21;21; ;42;12; ; ;4;3;2;640,8; ; ;1;1;1
2076;2;17;10;1967;2;0;0;1;1; ;3;4; ; ;1364,00408360285;6840,70753296904;578,566467027598; ;2;3;0;0;29;37;32;31;40;33;33;29;30;32;36;30;29;29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8,39999997615816; ;4;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;4;27;1;1;1;4;3;1;2;3; ; ; ; ; ;4;3;1;2;3;5;Merkonomi;0;16;0;1;0;0;0;0;0;0;0;0;0;0;1986;0;0;0;0;0;1;0;0;24;42;2;4;3;2;2; ;3;2;2;1;4;3;1;3;1;5;23;42;2;2;4;1;2;3;4;5;4;1;24;1;2;1;1;0;0;54; ; ; ;54;54;0;2;0;2;0;1;2;0;0;0;0;16;18;22; ; ;18;18;24;3;3;1;1;1;1;4;1; ; ; ;874,577217599857;2;30,273826763072;2;84,0939632307555;1;1;4;0;2;1;0;2;5;2;2;1;1;1;1;2;4;1;2;1;2;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;2;2;1;3;2;2;2;4;4;2;3;2;2;4;4;3;3;2;4;4;3;4;4;4;3;2;3;4;5;1;2;2;4;2; ; ;3;1;166;4;3;3;5;3;3; ; ; ;1;0;1;0;0;0;1;0;3;3;2;1;1;1;5;2;3;1;5;2;1;2;5;3;1;1; ;0;3;2;1;1;1;1; ;3;1; ;3;4;3;2;4;4;1;2;2;1;2;3;4;2;4; ;1; ;3;1; ;3;3;2;2;3;3;1;2;2;1;2;2;3;2;3; ;2;2;2;1;4;2;4;2;2;2;2;4;2;3;3;4;3;3;1;4;3;2;4;3;4;4;5;3;2;3;2;3;1;3;3;3;1;1;1; ;1;2;2;2;2;1;2;1;2;2;1;13;23; ; ;11;11;33;4;41;4;3;4;22609,67; ; ;1;1;1
2076;2;18;10;1967;2;0;3;2; ;1;5;3; ; ;3008,88200439643; ; ; ;3;3;0;0;40;32;35;31;34;25;33;25;42;36;34;32;30;30;22;5;6;7;7;6; ; ; ;6;7;7;7;7; ; ; ;8;7;6;5; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ;6;6;7;8;7; ; ; ; ; ; ; ; ; ; ; ; ;7;7;7;7; ; ; ;8;7;6;6; ; ; ;6,39999997615816;6,29999995231626;7,29999995231626;7,59999996423721;6,89999997615816; ; ; ; ; ; ; ; ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;4;1;2;5;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;Peruskoulu;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;2;4;0;2;1;3;2;3;3;1; ;4;1;2;4; ; ;93; ; ; ; ; ; ; ; ; ;1;95;1;2;1;2;0;0;12;48; ; ;48;12; ;1;10;6;0;0;0;2;0;0;0; ; ;20;21; ;16; ;24;1;1;1;1;1;6;6;6; ; ; ;706,389291138346;2;151,705509668283;1;0;2;1;4;0;4;2;2;4;4;2;2;2;2;4;2;2;2;1;2;1;1;3;1;1;0;1;1;0;0;1;0;0;1;0;0;0;3;2;1;1;3;1;2;3;3;2;1;2;1;5;1;2;3;4;3;3;2;4;5;5;4;2;5;4;5;1; ; ;1;1; ; ;1;2;78;4;3;2;3;8;8; ; ; ;1;0;1;1;0;0;0;0;3;3;1;2;4;5;2;1;2;2;1;2;1;3;3;3;6; ; ;2;3;2;1;1;2; ;1;3;2;1;1;4;1;3;4;2;2;3;2;1;2;2;4;2;4; ; ;1;3;2;1;1;3;2;2;3;1;3;2;2;1;2;2;3; ;3; ;3;4;1;1;3;2;2;2;2;5;1;1;5;5;5;2;5;1;1;2;4;5;1;5;4;2;1;2;2;3;3;2;4;3;3;2;3; ;1;1;3;2;2;2;2;2;3;2;2;2;3;22;13;23;31;11;14; ;5;52; ; ;1;21030,2183247473; ; ;0;1;1
2076;2;19;10;1967;2;0;1;1;1;2;2;4;3;3;1284,95575816594;4309,98380350268;176,597322784587;81,4029564073713;3;3;0;0;32;32;32;34;32;35;35;25;27;34;39;30;28;28;7; ;8;9;9;9;9;10;9; ;9;9;9;9;9;9;9;9;9;10;10;1;9;1;9;1;10;1;10;1;10;1;10;8;9;10;10;9;8;9;9;9;9;1;9;1;9;1;9;9;9;9;9;10;10;8;9;9;9;9;10;10;7;8;9;9;10;10;10; ;7,89999997615816;8,5;8,79999995231626;8,79999995231626;9;9,39999997615816; ; ; ; ;9,39999997615816;9,39999997615816;1;1;1;9;10;10;9;9;10;9,5;9,7;6;6; ;6;6;6;30;6;1;4;3;,666666666666667;2;4;40;1;1;2;7;3;5;3;1;3;8;4;1;1;7;3;5;3;1;3;Psyk. yo;1; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;17;32;2;5;3;1;2;4;2; ;3; ;3;4;1;3;5; ; ;70; ; ; ; ; ; ; ; ; ;0;17;2;1;1;1;0;0;9; ; ; ;9;9;1;5;11;1;0;0;2;1;1;0;0;20; ;22; ; ;18; ;24;3;3;3;1;3;3;3;3; ; ; ;0;2;336,375852923022;1;0;1;1;4;0;2;1;0;2;3;2;2;1;1;1;1;1;2;1;3;1;2;1;3;1;1;1;1;0;0;1;0;0;1;0;0;0;2;2;2;3;3;2;2;3;2;1;2;2;1;4;5;1;4;4;4;5;2;5;3;2;1;2;2;4;5;1; ;2;1;1; ; ;1;2;60;4;1;1;7;3;3; ; ; ;1;0;1;0;1;0;0;0;2;2;2;3;4;5;3;1;1;1;3;3;1;3;5;3;1; ; ;1;3;5;1;1;2;1;1;1;3;1;2;4;3;3;1;4;3;2;2;3;2;1;4;3;4; ;1;1;2;2;2;2;3;2;3;2;3;2;1;1;1;2;2;3;2;3; ;2;2;2;1;5;2;2;2;2;4;2;2;4;5;4;2;5;5;2;2;4;5;2;2;5;5;1;3;2;3;5;1;5;4;3;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;22;15;14;21;32;11;22; ; ;7;3;2;11707,23; ; ;1;1;1
2076;2;20;11;1967;2;0;0;1;1;2;5;4;3;3;7242,17211343266;45218,8377205154; ; ;1;3;0;0;28;35;30;41;38;32;33;37;39;32;24;28;31;33;3;8;8;8;8;8;8;7;7;8;8;8;8;7;8;7;8;8;8;8;8;1;9;1;8;1;9;1;9;1;9;1;9;8;8;8;8;8;8;8;9;8;9;1;8;1;8;1;8;8;9;9;8;8;8;8;8;8;7;8;8;8;8;8;8;8;7;7;8; ;8,09999990463258;8,29999995231626;8,09999990463258;8,09999990463258;8,19999992847442; ; ;8,19999992847442;7,79999995231626;8,19999992847442;8,69999992847442;8,5;1;1;1;9;7;7;9;9;8;8,4;8,5;5;3;6;4;4;4;26;5;3;5;5;,4;2;4;27;2;1;2;4;3;1;2;3;7;3;2;4;2;7;3;2;4;2;3;Yo merkonomi;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;24;42;3;4;3;3;2;2;3;2;3;1;4;4;2;2;5; ; ;70; ; ; ; ; ; ; ; ; ;0;24;2;2;1;3;0;0;18;6;8; ;18;6;2;4;11;4;1;0;2;2;2;1;1;19; ;23; ; ;18; ;24;3;3;1;1;3;3;1;3;3; ; ;0;2;8,91396010246008;2;16,8187926461511;4;1;3;0;0;1;0;2;6;2;2;1;1;1;1;1;5;1;2;1;1;3;1;0;0;0;0;1;1;1;0;1;1;0;0;0;1;3;2;3;3;3;4;2;2;2;3;3;2;4;5;4;2;4;2;5;3;5;5;5;5;4;5;5;5;1;2;2;2;1; ; ;4;2;170;3;3;2;5;3;3; ; ; ;2;0;1;0;1;0;1;0;2;3;2;1;3;4;2;2;5;1;3;3;1;1;5;2;2; ; ;1;3;3;1;1;2;1;1;2;1;2;3;3;1;1;4;3;2;1;1;1;1;2;2;2;2; ;1;1;2;2;2;3;3;2;2;3;3;2;1;2;2;2;2;3;1;2; ;1;1;2;2;2;3;3;2;2;3;3;2;1;2;2;2;2;3;1;2;2;2;2;4;4;4;2;2;2;4;4;4;1;2;1;2;1;1;1;2;1;2;2;2;1;1;2;2;2;2;1;22;13;14; ;22;11; ;4;41;4;3;4;15430,4; ;19307,97;1;1;1
